TF	Gene	Rank
BEAF-32	CG11505	1183
ct	CG30456	1184
CG6175	CG14210	1185
Ets98B	CG7860	1186
jing	Rbcn-3A	1187
CG6175	Pgam5	1188
CG6175	babos	1189
ct	CG1902	1190
jing	CG5608	1191
CG6175	Ucp4A	1192
CG9932	GlyS	1193
Ets98B	Msr-110	1194
CG6175	CG10031	1195
CG6175	muskelin	1196
vfl	Src64B	1197
CG9932	CG42319	1198
Atf6	alphaSnap	1199
Atf6	CG12375	1200
Atf3	CG16791	1201
crol	HmgZ	1202
NfI	Tsp42Eg	1203
CG9932	mia	1204
Atf6	CG12404	1205
Atf6	Nhe3	1206
CG6175	Gpo-1	1207
Atf6	bur	1208
disco-r	Ance	1209
NfI	CG1909	1210
bab2	CG4995	1211
CG13624	Tal	1212
NfI	rut	1213
bowl	ASPP	1214
CHES-1-like	Dmtn	1215
CG9932	Tpi	1216
BEAF-32	cathD	1217
CG9932	Tm2	1218
tj	CG5612	1219
NfI	CG4239	1220
Thd1	nuf	1221
CG13624	Dmn	1222
NfI	CG2680	1223
vfl	thr	1224
CG6175	CG42369	1225
mamo	Mtl	1226
bun	CG15309	1227
bowl	fu12	1228
CG13624	jet	1229
disco-r	CG4653	1230
ct	Fbw5	1231
CG6175	Ref1	1232
CG6175	whd	1233
vri	CDase	1234
NfI	CG8481	1235
NfI	CG42492	1236
Ets98B	CG3301	1237
dsx	t	1238
bowl	l(1)G0289	1239
CG6175	CG15067	1240
BEAF-32	CG11873	1241
CG6175	PPO2	1242
Atf6	betaggt-I	1243
jing	LanB1	1244
NfI	Shaw	1245
NfI	CG17816	1246
Ets98B	drd	1247
mamo	Pink1	1248
vfl	Rtf1	1249
drm	CG1887	1250
vri	CG34325	1251
NfI	CG13928	1252
Ets98B	Cht6	1253
drm	CG5767	1254
CG9932	CG14482	1255
CG6175	CG2017	1256
NfI	Ef1alpha48D	1257
vfl	CG2218	1258
ct	cdi	1259
Atf6	CG11360	1260
Atf6	CG12025	1261
Thd1	RpS15	1262
dsx	CG1441	1263
NfI	Gycalpha99B	1264
CG6175	Vps37B	1265
dsx	IP3K2	1266
E(spl)m3-HLH	l(2)k14710	1267
Ets98B	CG12814	1268
ct	CG9743	1269
Atf6	CG32939	1270
CG6175	pie	1271
Dif	CG1440	1272
CG10654	Rabex-5	1273
jing	Nup160	1274
Rabex-5	Rpn13	1275
vfl	CG8944	1276
NfI	CG17562	1277
CG6175	Gs1	1278
CG6175	CG9986	1279
CG9932	CG2010	1280
CG6175	Atg18b	1281
mamo	tgo	1282
NfI	Kap-alpha3	1283
mamo	CG7706	1284
Dif	Slc45-1	1285
mamo	Atg12	1286
mamo	CG3700	1287
bowl	bowl	1288
Atf6	Tsp26A	1289
bowl	Elba2	1290
Ets98B	pr	1291
Dif	Rpn1	1292
CG9932	Mdh2	1293
Atf6	Snap25	1294
CG6175	CG6870	1295
Dif	CG14945	1296
CG9932	l(2)06225	1297
bowl	Inx2	1298
CG9932	CG8206	1299
ct	Ppn	1300
vfl	Su(var)3-7	1301
vfl	Orc2	1302
ct	Lerp	1303
CG6175	CG8475	1304
jing	CG30122	1305
CG6175	Duox	1306
Atf6	bip2	1307
NfI	qvr	1308
ct	CG1824	1309
CG6175	CG2145	1310
CG6175	jub	1311
CG6175	NtR	1312
Atf6	CG17683	1313
ct	fat-spondin	1314
tj	CG10732	1315
mamo	GS	1316
CG9932	cype	1317
bun	CG8229	1318
CG6175	Phf7	1319
NfI	CG1674	1320
CG6175	alphaTub67C	1321
CG13624	Hex-A	1322
bowl	Atg16	1323
Atf6	Atg5	1324
Dif	W	1325
ct	etaTry	1326
bowl	Dad	1327
vri	CG4607	1328
Atf6	Sdc	1329
CG6175	Idgf1	1330
ct	Hf	1331
ct	Cg25C	1332
CG6175	CG5397	1333
ct	nub	1334
Atf6	AMPKalpha	1335
bowl	CG6617	1336
CG6175	Ctr1A	1337
drm	Hn	1338
CG6175	CG32066	1339
onecut	Nrx-1	1340
vfl	Pms2	1341
Dif	obst-B	1342
CG6175	psh	1343
CG13624	CkIIbeta	1344
bab2	CG3829	1345
Dif	Rpn13	1346
vfl	CG8924	1347
vfl	yrt	1348
vfl	aur	1349
mamo	Arp10	1350
CG6175	kdn	1351
bowl	CG10158	1352
jing	alpha-Spec	1353
CG32264	tna	1354
mamo	GXIVsPLA2	1355
CG6175	UbcD6	1356
CG6175	Esyt2	1357
CG6175	fdl	1358
ct	lectin-24Db	1359
mamo	Faf	1360
CG6175	CG17018	1361
CG6175	CG6415	1362
CG3726	simj	1363
ct	CG13283	1364
CG13624	PKD	1365
ct	modSP	1366
Atf3	CG11266	1367
Rabex-5	Prosbeta3	1368
CG13624	ubl	1369
NfI	dob	1370
CG6175	Pxt	1371
CG13624	14-3-3epsilon	1372
Atf6	CG5953	1373
vfl	nod	1374
vfl	CG4880	1375
Ets98B	laccase2	1376
Lin29	Mlc1	1377
NfI	up	1378
CG6175	Mal-A5	1379
Dif	sano	1380
vfl	Mes-4	1381
klu	CG14245	1382
vfl	wech	1383
CG6175	CG30152	1384
Atf3	Atf3	1385
Atf3	Xe7	1386
mid	CG12974	1387
CG13624	Akt1	1388
mamo	mRpS2	1389
CG6175	CG7920	1390
Ets98B	Eip74EF	1391
CG6175	CG5618	1392
bab2	AkhR	1393
Atf6	cold	1394
ct	DUBAI	1395
ct	GEFmeso	1396
vfl	CG14814	1397
Atf6	me31B	1398
bowl	dj-1beta	1399
mid	CG14245	1400
CG9932	CG9090	1401
NfI	CG9170	1402
Rabex-5	Prosalpha2	1403
CG6175	CG32350	1404
Lin29	Tm2	1405
Atf6	CG10417	1406
CG6175	jigr1	1407
CG6175	rhea	1408
bowl	CG7770	1409
NfI	Alk	1410
Ets98B	Npc2b	1411
CG6175	CG2107	1412
Thd1	CG17202	1413
E(spl)m3-HLH	CG13698	1414
bab2	CG9238	1415
CG9932	HLH106	1416
NfI	Nplp1	1417
Ets98B	CCHa2	1418
dsx	CheA7a	1419
CG6175	CG5941	1420
vfl	CG7492	1421
CG13624	CG13624	1422
CG6175	CG16817	1423
NfI	CG10947	1424
Atf6	CalpB	1425
CG6175	Myd88	1426
vfl	CG14210	1427
Atf6	gny	1428
CG6175	Alk	1429
CG6175	Idgf2	1430
CG6175	CG33129	1431
CG9932	l(1)G0255	1432
vfl	Tl	1433
NfI	Proc-R	1434
CG13624	CG33090	1435
CG6175	Act42A	1436
CG9932	wupA	1437
Atf6	Ripalpha	1438
CG6175	KFase	1439
NfI	Rh50	1440
ct	CG5835	1441
E(spl)m3-HLH	NAAT1	1442
vfl	spd-2	1443
vfl	ana3	1444
BEAF-32	CG10543	1445
Atf6	Tango6	1446
bowl	PDCD-5	1447
CG6175	CG8586	1448
Atf6	cib	1449
mamo	stck	1450
Ets98B	CG17777	1451
Atf6	gus	1452
Atf6	CG1824	1453
Rabex-5	Prosalpha4	1454
CG6175	cry	1455
mid	decay	1456
CG6175	Xbp1	1457
CG9932	Prm	1458
mamo	CG17904	1459
CG6175	CG1317	1460
NfI	nAChRbeta2	1461
mamo	mRpL17	1462
NfI	CanA1	1463
vfl	Alh	1464
CG6175	18w	1465
bun	Adam	1466
NfI	PIP5K59B	1467
Atf3	CG31550	1468
Ets98B	GV1	1469
bab2	svp	1470
E(spl)mbeta-HLH	CG14834	1471
CG6175	wdp	1472
Atf6	MED20	1473
bowl	CG42663	1474
Thd1	CG33217	1475
E(spl)m3-HLH	sima	1476
bun	Dhap-at	1477
CG13624	ytr	1478
CG13624	CG30403	1479
CG6175	Spn77Ba	1480
CG9932	Mlc1	1481
disco-r	CG8773	1482
vri	CG30031	1483
mamo	qkr54B	1484
CG9932	CG9399	1485
bowl	CG13624	1486
bab2	Pdfr	1487
CG6175	CG14231	1488
ct	tmod	1489
Atf6	Eaat1	1490
Atf6	Rtnl1	1491
drm	CG5773	1492
Atf6	Obp56e	1493
ct	CG12974	1494
CG6175	CG9989	1495
ct	zetaTry	1496
vfl	CG2694	1497
vfl	CG14712	1498
NfI	pug	1499
CG6175	Pgm	1500
NfI	HLH106	1501
jing	CG11070	1502
klu	Alas	1503
jing	Hmgcr	1504
disco-r	Npc2d	1505
CG9932	CG2022	1506
CG9932	Zasp52	1507
Atf6	Vps35	1508
mamo	CG6115	1509
BEAF-32	RpL34a	1510
CG7987	eIF-4a	1511
NfI	CG4678	1512
vfl	CG5608	1513
ct	CG9947	1514
bowl	CG18004	1515
Atf6	CG18213	1516
CG9932	CG4769	1517
jing	Myo10A	1518
vfl	CG3679	1519
Atf6	CG17724	1520
Dif	Cpr97Eb	1521
ct	Stim	1522
ct	fon	1523
NfI	AGO2	1524
Rabex-5	Rpn8	1525
tsh	CG9380	1526
NfI	CG5177	1527
mamo	CG30493	1528
jing	CG6454	1529
Dif	CG6912	1530
ct	Tig	1531
vfl	SKIP	1532
mamo	CSN3	1533
CG6175	CG2233	1534
vfl	sti	1535
CG6175	ALiX	1536
CG6175	CG7806	1537
Atf6	rpk	1538
CG10654	CG2875	1539
CG13624	CG4404	1540
NfI	NUCB1	1541
Ets98B	Pngl	1542
Ets98B	CG4000	1543
NfI	CG10737	1544
E(spl)m3-HLH	stck	1545
CG6175	TfIIEalpha	1546
vri	Gal	1547
CG6175	CG32091	1548
Atf3	CG5235	1549
NfI	Dh44-R2	1550
NfI	Adar	1551
bowl	CG30499	1552
bowl	Fas2	1553
vri	CG11309	1554
Atf6	CG12991	1555
Atf6	Atg8a	1556
NfI	Mlp60A	1557
mid	CG9509	1558
NfI	Cks85A	1559
jing	JhI-26	1560
NfI	Pde1c	1561
NfI	Rabex-5	1562
jing	CG2943	1563
Ets98B	CG7971	1564
CG6175	mino	1565
NfI	CG8216	1566
CG6175	Gbs-76A	1567
bowl	CG32441	1568
NfI	Ms	1569
mamo	CG5611	1570
Atf6	lsn	1571
bowl	CG6180	1572
mamo	CG8043	1573
onecut	CG15765	1574
Atf6	CG8860	1575
bowl	Cip4	1576
CG13624	NK7.1	1577
CG6175	Trc8	1578
Atf6	CG9304	1579
BEAF-32	wdb	1580
dsx	disco	1581
Atf6	Inx2	1582
vfl	CG10217	1583
E(spl)mbeta-HLH	RhoGAP68F	1584
mamo	mRpL36	1585
CG9932	Gs2	1586
Rabex-5	p47	1587
NfI	CG7180	1588
NfI	wupA	1589
CG6175	CG11306	1590
Atf6	crc	1591
mamo	CG8199	1592
BEAF-32	Efa6	1593
mamo	CG9581	1594
CG6175	CG34454	1595
Atf6	CG10340	1596
disco-r	CG9527	1597
mid	CG12512	1598
Atf6	Eip63F-1	1599
drm	CG3775	1600
NfI	CG6282	1601
Atf6	homer	1602
Atf3	syd	1603
vfl	Map60	1604
NfI	ArfGAP3	1605
vri	CG15209	1606
vfl	Trf4-2	1607
Dif	Rpt5	1608
Thd1	CG6191	1609
drm	SamDC	1610
dsx	CG1358	1611
drm	CG4822	1612
E(spl)m3-HLH	mRpL4	1613
NfI	rush	1614
vfl	CG11164	1615
drm	Ptx1	1616
CG6175	PHGPx	1617
CG6175	v	1618
bun	Arfip	1619
NfI	Vha36-3	1620
svp	Fim	1621
CG6175	Past1	1622
mamo	CG8617	1623
CG6175	CG4259	1624
BEAF-32	E(bx)	1625
NfI	CG7990	1626
CG6175	ND75	1627
Dif	NnaD	1628
Atf3	FER	1629
drm	E(spl)m3-HLH	1630
Atf6	CG4949	1631
CG6175	Inx3	1632
BEAF-32	cic	1633
ct	Rab14	1634
CG13624	CG3589	1635
Atf6	CanB2	1636
Thd1	CG3107	1637
bowl	viaf	1638
CG9932	Gpdh	1639
Atf6	Tsp97E	1640
klu	CG16904	1641
NfI	ACC	1642
CG13624	CG31344	1643
Atf6	Rb97D	1644
CG9932	CG3308	1645
vfl	mge	1646
disco-r	etaTry	1647
Atf3	Socs36E	1648
ct	alpha-Est7	1649
CG6175	CG32191	1650
CG6175	CG16772	1651
CG9932	CG1746	1652
Rabex-5	casp	1653
dsx	dally	1654
mid	CG10911	1655
tj	CG15863	1656
BEAF-32	upSET	1657
Hnf4	l(1)G0230	1658
Snoo	Gcn2	1659
NfI	CG42450	1660
Hnf4	CG31324	1661
disco-r	CG15255	1662
CG6175	net	1663
NfI	jp	1664
CG9932	Mdh1	1665
drm	NimB2	1666
CG6175	CG32549	1667
BEAF-32	osa	1668
CG9932	l(1)G0334	1669
vfl	blot	1670
Dif	CG4615	1671
ct	peb	1672
CG6175	gcl	1673
ct	bru-2	1674
mirr	tsh	1675
jing	Gp210	1676
bowl	CG3226	1677
bab2	CG11266	1678
ct	Gs1	1679
NfI	TpnC73F	1680
onecut	CG3556	1681
ct	CG31778	1682
Ets98B	Prx2540-1	1683
CG13624	CG16935	1684
ct	CG12963	1685
vfl	CG3797	1686
BEAF-32	RpS21	1687
jing	rhea	1688
onecut	CG10186	1689
jing	Aats-asp	1690
CG6175	alphaCOP	1691
Dif	Sox14	1692
ct	CG13321	1693
NfI	CG10483	1694
CG6175	CG12162	1695
Atf3	CG30015	1696
CG9932	CG5903	1697
NfI	CG32085	1698
Snoo	CG5567	1699
ct	l(2)gd1	1700
Atf6	CG10376	1701
Rabex-5	Prosalpha7	1702
NfI	nemy	1703
ct	Vha16-1	1704
CG6175	Prp38	1705
BEAF-32	RpS18	1706
drm	CG31259	1707
klu	CG30008	1708
Dif	CG8534	1709
Atf6	Fis1	1710
CG6175	CG12288	1711
Thd1	lt	1712
mid	CG42235	1713
CG6175	rdgBbeta	1714
disco-r	CDase	1715
vri	tobi	1716
vfl	mip120	1717
jing	Msp300	1718
ct	Hn	1719
CG9932	PyK	1720
CG6175	fz2	1721
CG6175	yin	1722
Rabex-5	Rpn2	1723
CG6175	CG13422	1724
Atf6	fln	1725
mamo	CG1814	1726
Hnf4	CG7668	1727
Ets98B	CG10936	1728
bun	betaCOP	1729
BEAF-32	CG30423	1730
disco-r	CG3706	1731
CG9932	Tm1	1732
CG6175	Apoltp	1733
CG6175	CG1129	1734
Ets98B	Obp56d	1735
CG6175	Grip71	1736
Atf3	CG4887	1737
NfI	Rbp9	1738
CG6175	Ppn	1739
E(spl)m3-HLH	CG4858	1740
mamo	Aats-phe	1741
NfI	CG1628	1742
CG13624	SoYb	1743
NfI	wtrw	1744
Atf6	Rcd4	1745
E(spl)m3-HLH	Arpc4	1746
CG6175	CG17168	1747
CG6175	tok	1748
E(spl)m3-HLH	CG15087	1749
vfl	Incenp	1750
CG6175	IM14	1751
Dif	cu	1752
CG13624	Tsp3A	1753
Hnf4	Nmda1	1754
bab2	CG8079	1755
ct	CG18745	1756
ct	CG2556	1757
Atf6	mrj	1758
CG13624	Mapmodulin	1759
Ets98B	obst-B	1760
CG13624	CG6767	1761
Thd1	CG4455	1762
dsx	GstZ2	1763
NfI	Mlp84B	1764
CG9932	CG14655	1765
mamo	cni	1766
Atf3	CG42674	1767
CG6175	CG14516	1768
NfI	noe	1769
chn	simj	1770
Ets98B	CG5254	1771
NfI	CG6701	1772
drm	NimB5	1773
CG13624	CG3016	1774
Lin29	Mppe	1775
mamo	Snx1	1776
klu	Fmo-2	1777
mamo	CG9249	1778
CG6175	kst	1779
CG13624	CG4747	1780
mamo	CG15412	1781
onecut	Cdk5alpha	1782
NfI	Appl	1783
ct	CG7881	1784
NfI	CG10514	1785
mamo	Crtc	1786
CG13624	CG5687	1787
E(spl)m3-HLH	CG1146	1788
ct	CG16926	1789
bowl	mew	1790
CG13624	GstT3	1791
ct	Cen	1792
jing	spel1	1793
NfI	betaTub60D	1794
CG9932	CG13124	1795
CG6175	l(1)G0334	1796
Snoo	yki	1797
dsx	CG13907	1798
CG13624	Nup62	1799
CG13624	Ipp	1800
NfI	Tm2	1801
CG6175	yellow-f2	1802
bowl	CG17266	1803
CG6175	Nufip	1804
NfI	RyR	1805
drm	AdipoR	1806
ct	Myo28B1	1807
ct	CG12824	1808
BEAF-32	spen	1809
CG6175	SH3PX1	1810
bun	cv	1811
Atf6	CG16717	1812
CG6175	CG1814	1813
ct	slif	1814
Atf3	caps	1815
Dif	scb	1816
E(spl)m3-HLH	mRpL46	1817
ct	Dif	1818
CG6175	CG10026	1819
cbt	Fmo-2	1820
Atf3	p130CAS	1821
bowl	Vha55	1822
CG6175	Ac13E	1823
Ets98B	Saf-B	1824
CG6175	CG30493	1825
CG6175	Sik2	1826
CG6175	sty	1827
CG9932	Aats-phe	1828
CG6175	CG31777	1829
CG6175	crq	1830
CG9932	CG9350	1831
CG6175	pug	1832
NfI	Rel	1833
jing	sol	1834
CG6175	lectin-24Db	1835
CG6175	CG4019	1836
Ets98B	CG17754	1837
Atf6	CG30440	1838
E(spl)m3-HLH	CG31267	1839
mid	CG9084	1840
dsx	tmod	1841
Dif	CG13624	1842
mid	Cdc42	1843
ct	fbp	1844
Ets98B	CG10514	1845
ct	CG33514	1846
mid	CG3270	1847
CG9932	Ald	1848
CG6175	CG11309	1849
CG13624	CG6028	1850
Lin29	CG9090	1851
CG6175	Mrp4	1852
Atf6	lawc	1853
BEAF-32	CG2862	1854
BEAF-32	CG14818	1855
vfl	Fancd2	1856
ct	CG5804	1857
tj	Pxn	1858
Ets98B	AP-2mu	1859
CG6175	lawc	1860
drm	Gel	1861
CG6175	CG7083	1862
BEAF-32	CG7394	1863
CG9932	NP15.6	1864
BEAF-32	stau	1865
CG6175	CG7208	1866
CG3726	Trf4-1	1867
E(spl)m3-HLH	CG32267	1868
vfl	cos	1869
bowl	SelD	1870
NfI	CG3703	1871
ct	CG31343	1872
ct	Ssk	1873
ct	GNBP3	1874
ct	egh	1875
Ets98B	CG10516	1876
mamo	eIF2B-beta	1877
CG7987	mRpS24	1878
NfI	Bap60	1879
mamo	Zif	1880
CG6175	c11.1	1881
Lin29	Ank2	1882
CG6175	dgt2	1883
mid	mid	1884
ct	rho-4	1885
CG6175	mgr	1886
tj	CG31547	1887
toy	trn	1888
vfl	SRm160	1889
ct	CG9084	1890
Atf6	CG10874	1891
vri	betaTry	1892
Atf3	Xrp1	1893
bun	Pp1-87B	1894
CG13624	Taf5	1895
CG6175	CG2121	1896
NfI	CG7357	1897
CG9932	DOR	1898
bowl	CG6700	1899
NfI	CG10513	1900
vri	cue	1901
Dif	pr	1902
Hnf4	ATPsyn-gamma	1903
onecut	amon	1904
drm	Pal1	1905
tj	Ubp64E	1906
Atf6	Tif-IA	1907
bowl	CG14767	1908
CG6175	Hmgcr	1909
CG6175	Ten-m	1910
CG6175	CG9451	1911
jing	Nxf3	1912
vri	Jon65Aiii	1913
mid	Mur29B	1914
Dif	vri	1915
bab2	CG31886	1916
Atf6	CG32066	1917
CG9932	FER	1918
Lin29	Cpr72Ec	1919
Ets98B	SF1	1920
CG6175	ACC	1921
ct	bur	1922
jing	DAAM	1923
CG6175	Hem	1924
Atf6	CG8128	1925
Hnf4	CG7430	1926
Atf6	CG17494	1927
CG9932	CG17323	1928
CG13624	Rbp2	1929
CG13624	CG11985	1930
CG9932	CG5037	1931
mamo	CG6762	1932
dsx	CG13428	1933
vfl	Pp4-19C	1934
onecut	Nckx30C	1935
Atf6	Rala	1936
Atf6	CG13004	1937
Ets98B	CG8306	1938
CG6175	Las	1939
disco-r	Seipin	1940
CG13624	Su(fu)	1941
BEAF-32	RpL14	1942
Atf6	CG32442	1943
drm	CG1648	1944
Atf3	GstE13	1945
vfl	CG8180	1946
CG6175	CG13005	1947
Rabex-5	Prosbeta1	1948
klu	CG17560	1949
Atf6	krz	1950
CG13624	Fs	1951
E(spl)mbeta-HLH	CG15093	1952
ct	Thiolase	1953
mid	CG4781	1954
BEAF-32	Chmp1	1955
Dif	CG4377	1956
BEAF-32	RpS16	1957
CG6175	MED19	1958
BEAF-32	RpL5	1959
mamo	Exo84	1960
dsx	CG7695	1961
BEAF-32	Trf2	1962
NfI	CG7414	1963
vri	KCNQ	1964
NfI	Nca	1965
Atf6	CG10413	1966
CG9932	CG1814	1967
bowl	vsg	1968
disco-r	CG7231	1969
mamo	CG8963	1970
CG9932	Acon	1971
mamo	Vps25	1972
vfl	dup	1973
Ets98B	Cpr49Ag	1974
NfI	CG15630	1975
vfl	CG8478	1976
tj	zormin	1977
BEAF-32	RpL10	1978
Hnf4	GlyP	1979
Thd1	Stlk	1980
bun	CG17680	1981
Atf6	CG34159	1982
CG6175	Inos	1983
CG6175	beta4GalT7	1984
Atf6	CG32147	1985
NfI	CG14207	1986
Dif	aos	1987
peb	mid	1988
NfI	CG8888	1989
NfI	CG14509	1990
CG6175	CG5167	1991
ct	CG13795	1992
CG9932	CG10947	1993
mamo	cln3	1994
BEAF-32	CG31548	1995
CG6175	CG6937	1996
Snoo	Tango5	1997
CG4404	st	1998
jing	Apc	1999
mamo	CG9601	2000
CG6175	CG5791	2001
CG6175	LpR1	2002
vri	Reg-2	2003
bowl	Cad87A	2004
NfI	IA-2	2005
CG6175	Paf-AHalpha	2006
CG6175	tadr	2007
CG6175	CG7510	2008
BEAF-32	RhoGEF2	2009
bab2	CG9449	2010
disco-r	CG18585	2011
jing	Mcr	2012
CG4404	CG13309	2013
vri	CG6000	2014
NfI	CG6356	2015
onecut	hig	2016
mamo	CG15387	2017
BEAF-32	Spt20	2018
CG6175	CG4847	2019
NfI	TpnC41C	2020
drm	CG14629	2021
disco-r	CG14820	2022
mamo	CG4860	2023
BEAF-32	Dab	2024
jing	Ggamma1	2025
vfl	SMC2	2026
CG13624	Spred	2027
CG6175	Atg9	2028
Ets98B	CG12643	2029
Atf6	path	2030
bun	CG5445	2031
CG13624	S6k	2032
Hnf4	ATPsyn-d	2033
Atf6	nAChRalpha4	2034
NfI	Prm	2035
disco-r	CG5322	2036
Hnf4	CG12203	2037
NfI	Sh	2038
E(spl)m3-HLH	baf	2039
CG6175	CG15617	2040
Lin29	Actn	2041
jing	CG31739	2042
BEAF-32	RpS30	2043
ct	AnxB11	2044
bun	RpL21	2045
mid	CG14495	2046
vfl	Apc2	2047
CG6175	brn	2048
bowl	spt4	2049
NfI	CG34376	2050
Atf6	Su(dx)	2051
mamo	CG7616	2052
Atf3	NAAT1	2053
tsh	CG34236	2054
ct	CG6330	2055
E(spl)m3-HLH	CG6230	2056
mamo	Roc2	2057
Atf6	CG31855	2058
disco-r	Mal-A2	2059
CG13624	CG32137	2060
NfI	ergic53	2061
Atf6	nes	2062
CG6175	CG31249	2063
BEAF-32	mask	2064
Ets98B	CG3857	2065
vri	Ero1L	2066
disco-r	Ugt36Bc	2067
mamo	lt	2068
mid	kermit	2069
ct	CG18747	2070
bowl	CG5516	2071
bun	TM9SF4	2072
ct	Cyp12a5	2073
Atf3	RfC38	2074
dsx	AP-2mu	2075
klu	CrzR	2076
Ets98B	CG6231	2077
Rabex-5	Rpn12	2078
bowl	scu	2079
NfI	CG3270	2080
mamo	CG2698	2081
CG13624	Lk6	2082
ct	Syx4	2083
vfl	CG6891	2084
bab2	CG8468	2085
vfl	CG12391	2086
mamo	CHOp24	2087
ct	Karl	2088
Rabex-5	Rad23	2089
BEAF-32	CG6852	2090
CG13624	CG32441	2091
CG13624	CG11180	2092
Lin29	wupA	2093
ct	Klp68D	2094
drm	Ten-m	2095
Atf6	CG8206	2096
NfI	CG9813	2097
BEAF-32	Tsp42Ea	2098
E(spl)m3-HLH	Rab8	2099
CG6175	CG3689	2100
mid	drm	2101
Atf6	CG5626	2102
CG6175	GlyP	2103
Dif	CG6660	2104
vri	CG1213	2105
Atf6	Mkk4	2106
Mitf	CG30022	2107
CG6175	mlt	2108
jing	CG10631	2109
BEAF-32	Bub1	2110
vfl	ald	2111
mid	CG4752	2112
NfI	CG10508	2113
cbt	Vha13	2114
Dif	hipk	2115
Dif	Rpn11	2116
CG9932	CG14022	2117
CG10654	CG14074	2118
BEAF-32	RpL11	2119
klu	Ag5r	2120
NfI	Hk	2121
ct	CG5541	2122
Atf6	CG5676	2123
CG6175	CG6512	2124
CG6175	SdhB	2125
CG13624	CG31717	2126
Atf6	CG7429	2127
vfl	CG7903	2128
CG6175	Karl	2129
drm	CG2736	2130
bowl	mael	2131
Thd1	myo	2132
mamo	RpL10Ab	2133
dsx	CG42324	2134
ct	ome	2135
dsx	Rpn2	2136
Atf6	CG12162	2137
Atf6	pes	2138
vri	CG13255	2139
klu	CG10086	2140
Ets98B	Sclp	2141
vfl	mxc	2142
mid	Oatp58Dc	2143
jing	ClC-c	2144
bowl	PGAP5	2145
ct	Hml	2146
mid	CG7882	2147
ct	mthl14	2148
ct	CG10131	2149
CG6175	CG14174	2150
CG13624	Ady43A	2151
Mitf	skpA	2152
CG6175	Cyp6v1	2153
CG6175	CG5916	2154
NfI	Sra-1	2155
jing	Opa1	2156
tsh	CG3987	2157
Mitf	CG17508	2158
BEAF-32	aux	2159
BEAF-32	CG8397	2160
svp	CG1129	2161
Dif	Atg13	2162
BEAF-32	CG14446	2163
bun	Psf3	2164
Ets98B	pUf68	2165
Ets98B	CG11073	2166
vfl	ana2	2167
drm	Tsp42Eq	2168
BEAF-32	CG1815	2169
CG6175	CG13344	2170
ct	Tsp42Eb	2171
Hnf4	Zip99C	2172
CG9932	CG1970	2173
Hnf4	CG4169	2174
pnt	alphaTub84B	2175
cbt	VhaAC39-1	2176
vfl	mus210	2177
vfl	gcl	2178
klu	CG15531	2179
Hnf4	Cchl	2180
Ets98B	CG9948	2181
BEAF-32	RpL9	2182
klu	Cat	2183
CG13624	cyc	2184
CG9932	Pfk	2185
CG6175	bwa	2186
CG13624	Cerk	2187
NfI	CG14619	2188
ct	CG17928	2189
CG6175	NimB4	2190
vfl	Rbf2	2191
bun	Dic1	2192
CG9932	up	2193
BEAF-32	Tom20	2194
tj	wgn	2195
BEAF-32	sbb	2196
Ets98B	Cyp313a1	2197
Hnf4	CG3731	2198
vfl	GstE9	2199
BEAF-32	RpS14a	2200
mid	Cdep	2201
dsx	CG15445	2202
bab2	CG32549	2203
CG13624	CG17807	2204
bowl	S6k	2205
bowl	Cdep	2206
Atf6	Trn	2207
CG6175	hoip	2208
pnt	Nha1	2209
Ets98B	CG32082	2210
NfI	CG15247	2211
E(spl)mbeta-HLH	CG4622	2212
CG13624	CkIalpha	2213
vfl	CG14965	2214
CG9932	CG11984	2215
E(spl)m3-HLH	CG8121	2216
BEAF-32	gw	2217
NfI	Mgat2	2218
NfI	Irk2	2219
vfl	CG8176	2220
drm	VhaAC39-1	2221
Thd1	CG7956	2222
CG9932	sals	2223
CG9932	CG11752	2224
mamo	CkIIbeta	2225
Mitf	CG3939	2226
CG6175	Rim2	2227
Ets98B	CG12896	2228
Dif	Rok	2229
CG13624	CG14196	2230
CG6175	CG17574	2231
NfI	sNPF	2232
vri	CG18522	2233
Dif	CG5384	2234
CG13624	Nhe3	2235
mamo	CG9140	2236
NfI	SH3PX1	2237
CG13624	CG6163	2238
Dif	alpha-Man-I	2239
E(spl)mbeta-HLH	CG5608	2240
mamo	Vps2	2241
vri	CG34288	2242
Atf6	Lamp1	2243
CG6175	Desat1	2244
klu	CG11407	2245
jing	CG4554	2246
Atf3	Tep4	2247
E(spl)mbeta-HLH	AP-2mu	2248
mamo	CG13663	2249
CG6175	CG34439	2250
vfl	RpL36A	2251
Snoo	Jabba	2252
CG9932	CG12091	2253
dsx	CG32699	2254
CG13624	fd68A	2255
CG9932	TpnC4	2256
bun	CG32068	2257
Atf6	Msp300	2258
CG7987	per	2259
tna	CG32264	2260
Atf6	Paf-AHalpha	2261
jing	qua	2262
mamo	CG7920	2263
dsx	CG5973	2264
BEAF-32	CG2926	2265
CG9932	wal	2266
Atf3	pUf68	2267
CG13624	CG32262	2268
mid	Act42A	2269
CG6175	HIP	2270
ush	Invadolysin	2271
CG6175	Msr-110	2272
mamo	CG30499	2273
CG6175	CG4398	2274
CG10654	RhoGAP68F	2275
tj	htl	2276
CG6175	CG4585	2277
NfI	CG1090	2278
Ets98B	wls	2279
